scene_id,bank_id,masked_teacher_reconstruction_nmse,mask_bank,qualification_role,frozen_readout_nmse,teacher_sensitivity_representation,physical_active_teacher_sensitive_agreement,physical_null_teacher_null_agreement,passed,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
fixture-scene-02,fixture-bank-02,1.0961182855954232,B_audit_hold,source_method_selection,0.9516717625871963,source-train-frozen-readout-decoded-normalized-csi,0.75,1.0,False,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
fixture-scene-03,fixture-bank-03,1.0014186757600816,B_audit_hold,source_method_selection,1.0268045822024985,source-train-frozen-readout-decoded-normalized-csi,0.8181818181818182,1.0,False,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
