step,total_loss,endpoint_loss,alignment_loss,response_loss,gradient_norm
1,3.2565865516662598,2.704855442047119,0.0,0.5517311096191406,1.0814662648463729
2,3.547614574432373,2.7331156730651855,0.0,0.814499020576477,0.8902514548997663
