schema_version,control_id,dataset_sha256,config_sha256,fixture,training_flops,inference_flops,parameters,wall_seconds,seed_count,resource_index_path,resource_index_sha256,architecture_spec_sha256,adapter_source_sha256,artifact_label,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
csi-pairs-v6-resource-record-v3,equal_flop_alignment,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,79263360.0,147144.0,15454.0,5.128711268616219,3,resource_index.json,beecac0ddd310fb6237ed2e45492eccd3e873accbc348fd6468caedfae6fef5c,5682d634250c619fb98f9d9a24a8613e6ef7ef0dd038f6030be23dd67d25834d,0d2d94701e46449dc2b2de452a45d29128af7dd10ed9ded38dd78f3fe7f3e846,csi-pairs-v6-software-fixture,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
csi-pairs-v6-resource-record-v3,equal_flop_response,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,96850208.0,147144.0,15454.0,9.903061710918942,3,resource_index.json,9f7c585850dfb749895606d4da31fec4f6a51a4f40e3a67e7d2b301e9431eef8,93f87f25480cb8cbe3544172e2b8766f6698ef1b3e019134fffeee2dfed32322,0d2d94701e46449dc2b2de452a45d29128af7dd10ed9ded38dd78f3fe7f3e846,csi-pairs-v6-software-fixture,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
csi-pairs-v6-resource-record-v3,parameter_matched_concat,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,68848064.0,218064.0,15872.0,7.358232579194009,3,resource_index.json,010c35d7556ca5f1e0e9126cb88e371d1b8abee89432203b05379c959d42d033,bfaf24d84913a0de5aed217c68db3768fd75bdd21a10a906880daba598c00a24,0d2d94701e46449dc2b2de452a45d29128af7dd10ed9ded38dd78f3fe7f3e846,csi-pairs-v6-software-fixture,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
csi-pairs-v6-resource-record-v3,flop_matched_concat,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,94181824.0,294864.0,31208.0,7.4663883447647095,3,resource_index.json,e8f82ab6fa8b1ea76189710c373bece5857454a9ac2a6cc0b8053c38001678b5,f12d131161140bda7ef48520ab5ba0354a1b6b774b457348878adf0a5b6dd87a,0d2d94701e46449dc2b2de452a45d29128af7dd10ed9ded38dd78f3fe7f3e846,csi-pairs-v6-software-fixture,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
csi-pairs-v6-resource-record-v3,generous_2x_concat,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,94181824.0,294864.0,31208.0,7.204839029970269,3,resource_index.json,970e3751a75ae77d768c5d551f103a02f69a872a05cad2d4539082581f4e6041,3b69aeb65ab99aa3d7a72f2d2988bd0bcea02dbb0f2e62ab93f29b409f7db629,0d2d94701e46449dc2b2de452a45d29128af7dd10ed9ded38dd78f3fe7f3e846,csi-pairs-v6-software-fixture,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
