arm,city_id,bank_id,base_map_cluster_id,canonical_base_map_digest,canonical_bank_digest,seed,budget,draw,utility_neg_log_median,dataset_sha256,config_sha256,fixture
generous_2x_concat,target-a,fixture-bank-14,fixture-base-14,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,d3ac0ba45cb8ca4a3062283c82745f423da87b60b62b7768857a4ffa9f3e71be,17,0,0,-0.46765139005282225,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-16,fixture-base-16,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,2b37638d300a790f3426572fa00b7bf61aa934746cb588d9fb5347ccf44b354c,17,0,0,-0.47268522843050065,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-14,fixture-base-14,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,d3ac0ba45cb8ca4a3062283c82745f423da87b60b62b7768857a4ffa9f3e71be,17,2,0,-0.4654762036472145,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-16,fixture-base-16,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,2b37638d300a790f3426572fa00b7bf61aa934746cb588d9fb5347ccf44b354c,17,2,0,-0.46928818107834236,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-14,fixture-base-14,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,d3ac0ba45cb8ca4a3062283c82745f423da87b60b62b7768857a4ffa9f3e71be,17,4,0,-0.46706671470569433,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-16,fixture-base-16,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,2b37638d300a790f3426572fa00b7bf61aa934746cb588d9fb5347ccf44b354c,17,4,0,-0.4718382688739725,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-14,fixture-base-14,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,d3ac0ba45cb8ca4a3062283c82745f423da87b60b62b7768857a4ffa9f3e71be,17,2,1,-0.4692149500856357,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-16,fixture-base-16,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,2b37638d300a790f3426572fa00b7bf61aa934746cb588d9fb5347ccf44b354c,17,2,1,-0.4745686583424914,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-14,fixture-base-14,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,d3ac0ba45cb8ca4a3062283c82745f423da87b60b62b7768857a4ffa9f3e71be,17,4,1,-0.46831794796314785,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-a,fixture-bank-16,fixture-base-16,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,2b37638d300a790f3426572fa00b7bf61aa934746cb588d9fb5347ccf44b354c,17,4,1,-0.4733606634234114,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-b,fixture-bank-15,fixture-base-15,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,234b78d61b49dc10d04ca8d24378f3b96eae7ef419b9bbe2bb61b3933c753b5d,17,0,0,-0.924356537440522,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-b,fixture-bank-17,fixture-base-17,86a59d2849e34c3a9889d58bb3b67b946ca9eb639083798f219989137e7f4536,b8fec4fd063826ac29c6cc8d291ad3a1a89347817c28241565eb44269fa8c24d,17,0,0,-0.9350642580033797,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
generous_2x_concat,target-b,fixture-bank-15,fixture-base-15,e23949edbfe2dbe6dc73b97687bd3eed5fbc5d7bd72ecd8b2badea6dfbfe472e,234b78d61b49dc10d04ca8d24378f3b96eae7ef419b9bbe2bb61b3933c753b5d,17,2,0,-0.9241923495175396,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True
