scene_id,bank_id,base_map_cluster_id,canonical_base_map_digest,regenerated_canonical_base_map_digest,observation_noise_binding_sha256,regenerated_observation_noise_binding_sha256,role,maps_match,canonical_foundation_identity_match,csi_repeat_match,observation_noise_seed_binding_match,csi_clean_match,noop_maps_match,path_power_match,noop_path_power_match,free_space_match,phase_reference_ids_match,phase_reference_values_match,phase_reference_source_sha256_match,path_ids_match,path_surface_ids_match,noop_path_ids_match,noop_path_surface_ids_match,passed,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
osm-sionna-source-chicago-bank-00,osm-sionna-source-chicago-bank-00,osm-foundation-source-chicago-00,833851c9a59ecf9ce091a382694cef9e85639c00b5a2d7b3b4b1be6d68b8f58a,833851c9a59ecf9ce091a382694cef9e85639c00b5a2d7b3b4b1be6d68b8f58a,6f3579bf075c2d7bebca39988b54a76cea785c645b96de314ebfd25055da6d74,6f3579bf075c2d7bebca39988b54a76cea785c645b96de314ebfd25055da6d74,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-01,osm-sionna-source-chicago-bank-01,osm-foundation-source-chicago-01,99c878fc6a182adaf71eacb3734ea1cd1c6dff555d74f5dcfc2826dcd3916327,99c878fc6a182adaf71eacb3734ea1cd1c6dff555d74f5dcfc2826dcd3916327,bb5b5961618890fceb5acb0cac3be690c6e36a6500b44305e6620ae9dc195462,bb5b5961618890fceb5acb0cac3be690c6e36a6500b44305e6620ae9dc195462,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-02,osm-sionna-source-chicago-bank-02,osm-foundation-source-chicago-02,137ed20e929c97fbc72ec864c24c0ce3b03ec2116eb5f250d0b5a2adb1cedd82,137ed20e929c97fbc72ec864c24c0ce3b03ec2116eb5f250d0b5a2adb1cedd82,8c628ea26592e79019b840a2c33d121ca87f5a17a95873ffd343440682e1138c,8c628ea26592e79019b840a2c33d121ca87f5a17a95873ffd343440682e1138c,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-03,osm-sionna-source-chicago-bank-03,osm-foundation-source-chicago-03,ee31fc1ea9ecf0c7142c84c52a7ca08eb0a89c5d6ee61a4e51edffde57be7de8,ee31fc1ea9ecf0c7142c84c52a7ca08eb0a89c5d6ee61a4e51edffde57be7de8,39e7be977272c3e9e79d54cf26b7ca8df64d6750e21af6c014a166e618a92951,39e7be977272c3e9e79d54cf26b7ca8df64d6750e21af6c014a166e618a92951,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-04,osm-sionna-source-chicago-bank-04,osm-foundation-source-chicago-04,8b47740e768ba4606828d8ef537c985054836627bb8b345adbc61e1c1a8d19f5,8b47740e768ba4606828d8ef537c985054836627bb8b345adbc61e1c1a8d19f5,727d8a8bde1bab0054a0c394d8defb264cee7d7c852b01b88191f06e2464c75e,727d8a8bde1bab0054a0c394d8defb264cee7d7c852b01b88191f06e2464c75e,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-05,osm-sionna-source-chicago-bank-05,osm-foundation-source-chicago-05,64d5b7145838e6d9e9793e124c6676beefafd4c18656175ca8bae1b6fafc9c23,64d5b7145838e6d9e9793e124c6676beefafd4c18656175ca8bae1b6fafc9c23,51947e88296819e5564ad4dd0a58547a341cbaebf1c9883e85028d22c400de92,51947e88296819e5564ad4dd0a58547a341cbaebf1c9883e85028d22c400de92,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-06,osm-sionna-source-chicago-bank-06,osm-foundation-source-chicago-06,ccdd239147e070748cd47894b72c3a28036b0e4136d3bcfd0d3ce0cafb987bb1,ccdd239147e070748cd47894b72c3a28036b0e4136d3bcfd0d3ce0cafb987bb1,99dade40a5c6c7745d5c722fbf6744e793fcfe55b218a9812d84227b803026d7,99dade40a5c6c7745d5c722fbf6744e793fcfe55b218a9812d84227b803026d7,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-07,osm-sionna-source-chicago-bank-07,osm-foundation-source-chicago-07,7debdc1f3236883069b486dea5fdc70be82cfebede9b05e98bf6561cc514c94f,7debdc1f3236883069b486dea5fdc70be82cfebede9b05e98bf6561cc514c94f,4d5e822863e86727af0947cf8ad23f9ce08adc50e1674cf3c96e6d9892c110d2,4d5e822863e86727af0947cf8ad23f9ce08adc50e1674cf3c96e6d9892c110d2,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-08,osm-sionna-source-chicago-bank-08,osm-foundation-source-chicago-08,6f886b083845ff9b21b671af995058b5bd4b8c8fe8d4cb38e33ee391bbb0351a,6f886b083845ff9b21b671af995058b5bd4b8c8fe8d4cb38e33ee391bbb0351a,74d29f31f0fe7190495531fd19a6f60ef5f592d23a5df55f27f6bc9c236887a6,74d29f31f0fe7190495531fd19a6f60ef5f592d23a5df55f27f6bc9c236887a6,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-09,osm-sionna-source-chicago-bank-09,osm-foundation-source-chicago-09,5077c285bffba9e2894f8b547da6c22841c0fd7b3ae01ce5c03bb48770c458ac,5077c285bffba9e2894f8b547da6c22841c0fd7b3ae01ce5c03bb48770c458ac,bd56cf7f2051bb2abee33d6e219fc4233b9a7fba6d1290ca3b4af0ddfe1688b7,bd56cf7f2051bb2abee33d6e219fc4233b9a7fba6d1290ca3b4af0ddfe1688b7,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-10,osm-sionna-source-chicago-bank-10,osm-foundation-source-chicago-10,02d2e23292781edeb453a45f742e85bdb011b113acbab5e3bbd9f86fc9e5268d,02d2e23292781edeb453a45f742e85bdb011b113acbab5e3bbd9f86fc9e5268d,510e64ea644d3e4c296ca5019957e7624971e8396da51d28c88587f670b8a837,510e64ea644d3e4c296ca5019957e7624971e8396da51d28c88587f670b8a837,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-11,osm-sionna-source-chicago-bank-11,osm-foundation-source-chicago-11,22a60938100ed983fd0e853e6123b0a3c95a112c4cbddfd904207895a3fd3ace,22a60938100ed983fd0e853e6123b0a3c95a112c4cbddfd904207895a3fd3ace,090a811d2176fccdb7c5a46547d773406e81ce1aaa3fe0f232cb9a2f90b026f4,090a811d2176fccdb7c5a46547d773406e81ce1aaa3fe0f232cb9a2f90b026f4,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-12,osm-sionna-source-chicago-bank-12,osm-foundation-source-chicago-12,3ca8d3580f886ab1c7289b279e18bf0992e9296a2ee5b780fe06cf092d22a0d2,3ca8d3580f886ab1c7289b279e18bf0992e9296a2ee5b780fe06cf092d22a0d2,896a94d21e2fc48dcec9db0167e32ddf7b3ff9c8b982ff804a639db5edffa86b,896a94d21e2fc48dcec9db0167e32ddf7b3ff9c8b982ff804a639db5edffa86b,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-13,osm-sionna-source-chicago-bank-13,osm-foundation-source-chicago-13,0c7ee484bd64815fccd3c277a234c1a68fb1c57dd263898d4c95c4c5d66cbeff,0c7ee484bd64815fccd3c277a234c1a68fb1c57dd263898d4c95c4c5d66cbeff,7bf5f0fc53fbffbc162ce8fd5d3482c650adf47261aa8dc993e7df9c78da8e7e,7bf5f0fc53fbffbc162ce8fd5d3482c650adf47261aa8dc993e7df9c78da8e7e,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-14,osm-sionna-source-chicago-bank-14,osm-foundation-source-chicago-14,191f6454829c4f56d97f4fda6bd56d9709a2cbd8ae77a3286af068b18a492a58,191f6454829c4f56d97f4fda6bd56d9709a2cbd8ae77a3286af068b18a492a58,3c40980043c64e64b4d16f7bce21ef028000f529b60f8fdf4d1c54da1e6c528d,3c40980043c64e64b4d16f7bce21ef028000f529b60f8fdf4d1c54da1e6c528d,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-chicago-bank-15,osm-sionna-source-chicago-bank-15,osm-foundation-source-chicago-15,1f50d6d6ff56259d82fef5235b0a0ed43bccbe7dc2515bc7fe0d966b9bdcb4df,1f50d6d6ff56259d82fef5235b0a0ed43bccbe7dc2515bc7fe0d966b9bdcb4df,ad2b3b03930ecf3e4d24b0fbf134d4ac64ebd9a34708edb43e6db7880f17c544,ad2b3b03930ecf3e4d24b0fbf134d4ac64ebd9a34708edb43e6db7880f17c544,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-00,osm-sionna-source-austin-bank-00,osm-foundation-source-austin-00,69fc020a5e73cea52c52b36fc057a8cdb0fb6de645802cfb7d82a2ef5862ce26,69fc020a5e73cea52c52b36fc057a8cdb0fb6de645802cfb7d82a2ef5862ce26,404cce22b0de139ae190bc53ed9b4641614021795c5a1f7e3de8cfba609d2610,404cce22b0de139ae190bc53ed9b4641614021795c5a1f7e3de8cfba609d2610,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-01,osm-sionna-source-austin-bank-01,osm-foundation-source-austin-01,c63ed125481cbca0be678ecf088414ff517b3ef8449c440794ad65081df1d037,c63ed125481cbca0be678ecf088414ff517b3ef8449c440794ad65081df1d037,43e560837bde09353c7d15f448aacc97a688614079c5f371dfe0e027fdc55c6c,43e560837bde09353c7d15f448aacc97a688614079c5f371dfe0e027fdc55c6c,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-02,osm-sionna-source-austin-bank-02,osm-foundation-source-austin-02,7dbe071072f75d44ba3925e364a8d467b5f0be7c70b5a7f442d3524c09c1a038,7dbe071072f75d44ba3925e364a8d467b5f0be7c70b5a7f442d3524c09c1a038,6a58840b23328f4dc592ca95cf6dff696ecb0d782dbe1802477735583a7c9ede,6a58840b23328f4dc592ca95cf6dff696ecb0d782dbe1802477735583a7c9ede,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-03,osm-sionna-source-austin-bank-03,osm-foundation-source-austin-03,8cd99937677ab3d2889b33bbb53e69be66611310ab132b5370fac46ade6d34ee,8cd99937677ab3d2889b33bbb53e69be66611310ab132b5370fac46ade6d34ee,a82ecf83cf403c0da50fb5d17dc32964d26f2ee0489cc057dd80a634bec6649e,a82ecf83cf403c0da50fb5d17dc32964d26f2ee0489cc057dd80a634bec6649e,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-04,osm-sionna-source-austin-bank-04,osm-foundation-source-austin-04,cb92c41943530a496b5d5e1a0db19d84034828b8dc06ca737597356b65def0ff,cb92c41943530a496b5d5e1a0db19d84034828b8dc06ca737597356b65def0ff,d8b232f47378021ba3f41d75a6dea15db885c5e02e8143c079aaf0f3d7b38fb3,d8b232f47378021ba3f41d75a6dea15db885c5e02e8143c079aaf0f3d7b38fb3,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-05,osm-sionna-source-austin-bank-05,osm-foundation-source-austin-05,62fe6d56f23f5e9083bc782d17c22bd2045a63f82c8aae2add988da5163c9040,62fe6d56f23f5e9083bc782d17c22bd2045a63f82c8aae2add988da5163c9040,1f78113ca5f00db21a25f247fe499c9a5b35c09c2d65bbb82e40606072d09748,1f78113ca5f00db21a25f247fe499c9a5b35c09c2d65bbb82e40606072d09748,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-06,osm-sionna-source-austin-bank-06,osm-foundation-source-austin-06,6bb2556c7bf4c6655afe6547d446144d38193d98b65d60fd6b28736693ecf4df,6bb2556c7bf4c6655afe6547d446144d38193d98b65d60fd6b28736693ecf4df,f338f6730280d1a45c427a55ae3a1dede674174cd600ec8f7c992f83e11712d9,f338f6730280d1a45c427a55ae3a1dede674174cd600ec8f7c992f83e11712d9,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-07,osm-sionna-source-austin-bank-07,osm-foundation-source-austin-07,51d89eba4328bc773e0b5c350300ce82db653ed03974bd57375481d0d45874b6,51d89eba4328bc773e0b5c350300ce82db653ed03974bd57375481d0d45874b6,064799b92d665a0b6293cd56491337882546ebb10d09876f4635b9d53a79b58b,064799b92d665a0b6293cd56491337882546ebb10d09876f4635b9d53a79b58b,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-08,osm-sionna-source-austin-bank-08,osm-foundation-source-austin-08,f5cfabc17112306238ad9bbb94fb69b5baa4a1485c6bfa6732430070fe96f132,f5cfabc17112306238ad9bbb94fb69b5baa4a1485c6bfa6732430070fe96f132,0cf34df7e2cd4dab65b49dea0f9c83f7fd6dfafa2310d75d682cee60a0b663db,0cf34df7e2cd4dab65b49dea0f9c83f7fd6dfafa2310d75d682cee60a0b663db,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
osm-sionna-source-austin-bank-09,osm-sionna-source-austin-bank-09,osm-foundation-source-austin-09,a9573b185b1a2cd7545b28baee3c016ebcee3a7451022e4089ab5965d8eaec98,a9573b185b1a2cd7545b28baee3c016ebcee3a7451022e4089ab5965d8eaec98,11878b82d0d09fa8d21b4af02d61d1800193fe112364a6ef2e5b0c115e835d35,11878b82d0d09fa8d21b4af02d61d1800193fe112364a6ef2e5b0c115e835d35,source_encoder_train,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,csi-pairs-formal-v2.1-v6,060d8671380acaf43bd0beb2c77ac5c6ec112e4ddc083451ab36a5916b7c9cac,3424a269a751f219f4897b969db7cc13d2236fc72e8e2ccb663dec8d7f8f477c,False,CANDIDATE_NOT_CLAIM,8e8eaf212578b3dc624e40d1d979f0c37787afa3e7e464eac52d5b68610dfe07,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,b932e19891ce63535cf1714a6b3adb0ade296d0a6a6326a4aebf3c1041117a30
