model_name,algorithm_seed,paper_label,implementation_status,resource_id,resource_sha256,checkpoint_path,checkpoint_sha256,status,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
CSI-MAE,20260901,CSI-MAE paper-spec controlled implementation,paper-spec-controlled-implementation,arxiv:2601.03789v1,5ec21848bb1e82bd8b3331cea71e6663ce41f72cb410f6db72187c8088ae7d93,csi_mae/seed_20260901/source_selected.pt,3adeb13123676de0e55271e09a52832f723ec7c00c0d2f82409f747b9cfe8cd5,PASS,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
