adapter_id,model_name,unit_count,base_map_cluster_count,map_mean_error_m,scene_id_mean_error_m,scene_id_minus_map_error_m,scene_id_minus_map_ci95_low,scene_id_minus_map_ci95_high,scene_id_error_noninferiority_margin_m,map_swap_id_swap_direction_cosine,map_swap_id_swap_direction_cosine_ci95_low,map_swap_id_swap_direction_cosine_ci95_high,minimum_swap_direction_cosine,passed,implementation_revision,adapter_source_sha256,model_checkpoint_sha256,training_provenance_sha256,artifact_label,dataset_sha256,config_sha256,fixture,scientific_use,source_tree_sha256,requirements_lock_sha256,runtime_provenance_sha256
sigmap-scene-id-v1,SigMap,16,2,1.995923597103946,1.9959229996903298,-5.97413616132414e-07,-0.00012085555196028608,0.00011966072472802125,0.25,0.9927862109860898,0.9912847345295823,0.9942876874425972,0.8,True,cdd9592a431b9fa2a8d8ab9f99a7a087447e73a916e2d5c52eb979e0768a50fc,cdd9592a431b9fa2a8d8ab9f99a7a087447e73a916e2d5c52eb979e0768a50fc,1a9e42d361811c9fd4b95bf05ef56cc15f65ec7d99002891586ebf83f32e149a,31ad5337f53829de44a99d85b547e3782422d925025b516a9c7062d8e7892704,csi-pairs-v6-software-fixture,ded1ec639ff3e6fd5eba769d42db1ed36222a48af333a30a670254b30b164b74,620f300cbec1f56da4691882bc7dbe52593dc597fc62f6ae925c0f6ac72f1c6b,True,FORBIDDEN,0901433cbfe906073eae45118a1466e03afab04a766a3061a988ffe089ba4e01,9548a24a4faf5db17b5251df407b4402de033ae8648ec321c850fe6105002cf1,8128818d8ea8f5c3517d04da28955f010269df61e756429957a0a032386f6c51
